5.83923 6.790796 7.962445 5.761493 9.064701
1.461919 3.436589 1.002305 2.943756 7.920326
2.610087 0.5155622 6.124144 5.07906 7.944757
6.859317 2.886281 4.297642 6.523242 6.688083
-0.03006015 15.22502 2.138522 8.323713 4.572479
1.405136 4.936424 4.18069 6.745202 5.137325
2.300606 10.87531 3.454517 5.149371 1.025235
5.347833 6.627836 1.744924 2.815507 4.882238
6.216562 2.573303 6.299508 4.277014 3.679497
-0.04995608 2.308101 4.015831 6.851152 7.470603
3.914476 3.538521 9.241016 10.31952 5.963974
3.258262 4.879756 3.470442 0.3752308 2.107112
9.899363 10.10173 3.651349 3.332555 7.23035
1.707186 4.439915 4.411769 0.4429983 6.355737
3.371565 -0.5745786 8.731206 3.851807 7.499509
-0.413392 7.101393 4.169853 3.142774 5.511217
-1.321483 12.14893 7.880684 1.923853 8.541582
9.526758 -1.371493 9.103364 5.929937 3.596475
8.457938 9.471577 2.082123 7.729738 8.011069
8.838708 8.160642 5.055295 7.716127 7.550025
3.138161 7.71113 0.977541 0.2268915 5.430274
3.370446 10.79796 2.967619 3.058586 -2.607858
7.211891 4.95636 3.330302 4.108533 4.150919
7.343029 4.149797 7.695669 6.286744 10.74401
8.278528 6.284812 3.214413 2.381497 5.653541
8.388274 1.781614 10.10997 4.228344 9.202856
4.671533 6.934086 7.234972 2.52435 7.443392
10.62925 7.721166 6.531835 7.59876 1.000991
8.666846 5.19434 5.484257 5.676623 7.953119
6.665937 -0.6145576 2.145418 5.861343 4.527846
1.276918 -0.2642375 7.401829 3.315766 4.618825
3.557159 5.354552 4.35536 1.673279 5.984248
3.533219 6.74041 8.342165 5.710073 4.032281
7.005621 3.065727 4.123976 6.738839 5.646368
10.08064 4.761302 4.28271 7.098711 8.68226
5.240529 4.025039 2.656065 8.707478 7.641549
1.813318 6.664349 8.085067 3.297833 7.720235
1.449922 4.69443 6.937005 6.324697 7.696527
3.632526 3.746394 8.94633 3.786036 5.443697
3.805896 6.603337 6.354354 4.644731 7.630957
2.390975 1.24152 8.091119 -1.107659 -0.1467212
9.469495 4.405486 -0.4405696 7.120339 8.779863
-1.389928 -6.691359 7.127062 5.353237 4.767252
3.5035 3.224383 2.773068 3.542413 12.3686
4.96949 6.555162 6.380834 2.235975 9.052452
-0.3929356 -1.171737 3.642284 -0.03688305 5.830924
2.899083 3.292249 10.37645 7.264415 3.146136
6.662272 7.614121 4.401347 7.372622 1.655244
9.26764 6.888391 9.718965 7.608922 2.599278
2.948812 2.912803 7.365849 0.1424977 5.043762
6.103944 3.057225 5.488687 0.9857693 8.522547
0.001578674 8.010242 2.589267 8.107544 -0.3262399
3.59085 1.612025 8.69843 4.358286 6.613178
4.26957 2.67855 7.896537 8.317749 -1.266052
1.731824 1.067165 13.24137 5.290072 1.261999
7.214803 3.267035 8.009279 4.878542 5.315141
5.226216 1.091423 2.767822 10.42431 6.689381
3.957702 2.9337 -1.126801 0.5667147 1.108126
3.120284 4.990614 6.371146 10.70439 2.257022
1.911666 0.5816969 5.617201 6.474744 10.53133
13.40078 9.013795 0.9436804 4.644235 6.422661
11.93667 5.746125 4.646137 6.436361 4.468214
1.886906 0.09945117 2.460691 9.405439 2.87706
4.177898 4.85944 -0.6724947 6.316839 0.1294956
0.8181914 -3.369383 6.833565 2.260847 14.57244
8.670291 -4.435 1.354573 3.211188 2.925317
-0.2506146 5.875608 3.565279 1.112169 7.43333
8.241449 6.399904 -0.4892666 7.821376 6.403554
9.760775 5.3317 0.6567534 2.357989 5.024417
6.862777 1.935388 5.424734 -3.788056 -1.087473
3.517522 5.44303 5.631098 5.173966 -0.7426425
7.45628 10.10904 6.990666 -1.507114 9.113652
6.247879 2.314534 2.72382 3.173258 4.056169
0.5902219 5.377884 7.489056 13.51762 4.58827
0.001125694 2.473428 10.39629 12.5437 2.937437
3.913785 9.287671 -4.133755 -3.911311 3.093998
8.928322 5.655753 -1.317748 5.159605 8.451766
6.469643 6.295913 11.25171 3.237451 4.768988
1.798143 0.4988714 7.62237 6.016969 3.238303
2.816689 7.680542 2.550697 2.879532 0.8781083
5.690781 6.060717 4.264734 3.06757 8.342346
6.301705 11.94755 -0.3284011 -3.181996 -2.798928
